precinct,office,district,party,candidate,votes
09-622 Farm Loop,State House,9,REP,Rauscher George - R,253
09-622 Farm Loop,State House,9,AD,Registered Voters,2996
09-622 Farm Loop,State House,9,AD,Times Counted,87
09-622 Farm Loop,State House,9,AD,Johnson Bill - D,75
09-628 Fishhook,U.S. Senate,,REP,Registered Voters,3888
09-628 Fishhook,U.S. Senate,,REP,Times Counted,476
09-628 Fishhook,U.S. Senate,,REP,Sullivan Dan - R,452
09-628 Fishhook,U.S. Senate,,AD,Registered Voters,3888
09-628 Fishhook,U.S. Senate,,AD,Times Counted,95
09-628 Fishhook,U.S. Senate,,AD,Blatchford Edgar - D,7
09-628 Fishhook,U.S. Senate,,AD,Cumings Chris C. - N,6
09-628 Fishhook,U.S. Senate,,AD,Gross Al - N,72
09-628 Fishhook,U.S. Senate,,AD,Howe John Wayne - A,9
09-628 Fishhook,U.S. House,1,REP,Registered Voters,3888
09-628 Fishhook,U.S. House,1,REP,Times Counted,476
09-628 Fishhook,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",39
09-628 Fishhook,U.S. House,1,REP,"Nelson T. John"" - R""",76
09-628 Fishhook,U.S. House,1,REP,Young Don - R,355
09-628 Fishhook,U.S. House,1,AD,Registered Voters,3888
09-628 Fishhook,U.S. House,1,AD,Times Counted,95
09-628 Fishhook,U.S. House,1,AD,Galvin Alyse S. - N,81
09-628 Fishhook,U.S. House,1,AD,"Hibler William Bill"" - D""",9
09-628 Fishhook,U.S. House,1,AD,Tugatuk Ray Sean - D,3
09-628 Fishhook,State House,9,REP,Registered Voters,3888
09-628 Fishhook,State House,9,REP,Times Counted,476
09-628 Fishhook,State House,9,REP,"Howard Lucas D. LD"" - R""",224
09-628 Fishhook,State House,9,REP,Rauscher George - R,250
09-628 Fishhook,State House,9,AD,Registered Voters,3888
09-628 Fishhook,State House,9,AD,Times Counted,95
09-628 Fishhook,State House,9,AD,Johnson Bill - D,87
09-632 Glennallen,U.S. Senate,,REP,Registered Voters,705
09-632 Glennallen,U.S. Senate,,REP,Times Counted,107
09-632 Glennallen,U.S. Senate,,REP,Sullivan Dan - R,100
09-632 Glennallen,U.S. Senate,,AD,Registered Voters,705
09-632 Glennallen,U.S. Senate,,AD,Times Counted,15
09-632 Glennallen,U.S. Senate,,AD,Blatchford Edgar - D,2
09-632 Glennallen,U.S. Senate,,AD,Cumings Chris C. - N,0
09-632 Glennallen,U.S. Senate,,AD,Gross Al - N,10
09-632 Glennallen,U.S. Senate,,AD,Howe John Wayne - A,3
09-632 Glennallen,U.S. House,1,REP,Registered Voters,705
09-632 Glennallen,U.S. House,1,REP,Times Counted,107
09-632 Glennallen,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",9
09-632 Glennallen,U.S. House,1,REP,"Nelson T. John"" - R""",15
09-632 Glennallen,U.S. House,1,REP,Young Don - R,80
09-632 Glennallen,U.S. House,1,AD,Registered Voters,705
09-632 Glennallen,U.S. House,1,AD,Times Counted,15
09-632 Glennallen,U.S. House,1,AD,Galvin Alyse S. - N,12
09-632 Glennallen,U.S. House,1,AD,"Hibler William Bill"" - D""",1
09-632 Glennallen,U.S. House,1,AD,Tugatuk Ray Sean - D,2
09-632 Glennallen,State House,9,REP,Registered Voters,705
09-632 Glennallen,State House,9,REP,Times Counted,107
09-632 Glennallen,State House,9,REP,"Howard Lucas D. LD"" - R""",58
09-632 Glennallen,State House,9,REP,Rauscher George - R,48
09-632 Glennallen,State House,9,AD,Registered Voters,705
09-632 Glennallen,State House,9,AD,Times Counted,15
09-632 Glennallen,State House,9,AD,Johnson Bill - D,15
09-640 Sheep Mountain,U.S. Senate,,REP,Registered Voters,330
09-640 Sheep Mountain,U.S. Senate,,REP,Times Counted,69
09-640 Sheep Mountain,U.S. Senate,,REP,Sullivan Dan - R,68
09-640 Sheep Mountain,U.S. Senate,,AD,Registered Voters,330
09-640 Sheep Mountain,U.S. Senate,,AD,Times Counted,12
09-640 Sheep Mountain,U.S. Senate,,AD,Blatchford Edgar - D,1
09-640 Sheep Mountain,U.S. Senate,,AD,Cumings Chris C. - N,0
09-640 Sheep Mountain,U.S. Senate,,AD,Gross Al - N,11
09-640 Sheep Mountain,U.S. Senate,,AD,Howe John Wayne - A,0
09-640 Sheep Mountain,U.S. House,1,REP,Registered Voters,330
09-640 Sheep Mountain,U.S. House,1,REP,Times Counted,69
09-640 Sheep Mountain,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",3
09-640 Sheep Mountain,U.S. House,1,REP,"Nelson T. John"" - R""",8
09-640 Sheep Mountain,U.S. House,1,REP,Young Don - R,56
09-640 Sheep Mountain,U.S. House,1,AD,Registered Voters,330
09-640 Sheep Mountain,U.S. House,1,AD,Times Counted,12
09-640 Sheep Mountain,U.S. House,1,AD,Galvin Alyse S. - N,10
09-640 Sheep Mountain,U.S. House,1,AD,"Hibler William Bill"" - D""",1
09-640 Sheep Mountain,U.S. House,1,AD,Tugatuk Ray Sean - D,1
09-640 Sheep Mountain,State House,9,REP,Registered Voters,330
09-640 Sheep Mountain,State House,9,REP,Times Counted,69
09-640 Sheep Mountain,State House,9,REP,"Howard Lucas D. LD"" - R""",34
09-640 Sheep Mountain,State House,9,REP,Rauscher George - R,35
09-640 Sheep Mountain,State House,9,AD,Registered Voters,330
09-640 Sheep Mountain,State House,9,AD,Times Counted,12
09-640 Sheep Mountain,State House,9,AD,Johnson Bill - D,12
09-645 Sutton,U.S. Senate,,REP,Registered Voters,1172
09-645 Sutton,U.S. Senate,,REP,Times Counted,215
09-645 Sutton,U.S. Senate,,REP,Sullivan Dan - R,202
09-645 Sutton,U.S. Senate,,AD,Registered Voters,1172
09-645 Sutton,U.S. Senate,,AD,Times Counted,59
09-645 Sutton,U.S. Senate,,AD,Blatchford Edgar - D,8
09-645 Sutton,U.S. Senate,,AD,Cumings Chris C. - N,3
09-645 Sutton,U.S. Senate,,AD,Gross Al - N,41
09-645 Sutton,U.S. Senate,,AD,Howe John Wayne - A,5
09-645 Sutton,U.S. House,1,REP,Registered Voters,1172
09-645 Sutton,U.S. House,1,REP,Times Counted,215
09-645 Sutton,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",15
09-645 Sutton,U.S. House,1,REP,"Nelson T. John"" - R""",31
09-645 Sutton,U.S. House,1,REP,Young Don - R,166
09-645 Sutton,U.S. House,1,AD,Registered Voters,1172
09-645 Sutton,U.S. House,1,AD,Times Counted,59
09-645 Sutton,U.S. House,1,AD,Galvin Alyse S. - N,49
09-645 Sutton,U.S. House,1,AD,"Hibler William Bill"" - D""",3
09-645 Sutton,U.S. House,1,AD,Tugatuk Ray Sean - D,5
09-645 Sutton,State House,9,REP,Registered Voters,1172
09-645 Sutton,State House,9,REP,Times Counted,215
09-645 Sutton,State House,9,REP,"Howard Lucas D. LD"" - R""",61
09-645 Sutton,State House,9,REP,Rauscher George - R,153
09-645 Sutton,State House,9,AD,Registered Voters,1172
09-645 Sutton,State House,9,AD,Times Counted,59
09-645 Sutton,State House,9,AD,Johnson Bill - D,54
09-650 Valdez No. 1,U.S. Senate,,REP,Registered Voters,1217
09-650 Valdez No. 1,U.S. Senate,,REP,Times Counted,101
09-650 Valdez No. 1,U.S. Senate,,REP,Sullivan Dan - R,95
09-650 Valdez No. 1,U.S. Senate,,AD,Registered Voters,1217
09-650 Valdez No. 1,U.S. Senate,,AD,Times Counted,78
09-650 Valdez No. 1,U.S. Senate,,AD,Blatchford Edgar - D,6
09-650 Valdez No. 1,U.S. Senate,,AD,Cumings Chris C. - N,2
09-650 Valdez No. 1,U.S. Senate,,AD,Gross Al - N,56
09-650 Valdez No. 1,U.S. Senate,,AD,Howe John Wayne - A,13
09-650 Valdez No. 1,U.S. House,1,REP,Registered Voters,1217
09-650 Valdez No. 1,U.S. House,1,REP,Times Counted,101
09-650 Valdez No. 1,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",10
09-650 Valdez No. 1,U.S. House,1,REP,"Nelson T. John"" - R""",28
09-650 Valdez No. 1,U.S. House,1,REP,Young Don - R,61
09-650 Valdez No. 1,U.S. House,1,AD,Registered Voters,1217
09-650 Valdez No. 1,U.S. House,1,AD,Times Counted,78
09-650 Valdez No. 1,U.S. House,1,AD,Galvin Alyse S. - N,66
09-650 Valdez No. 1,U.S. House,1,AD,"Hibler William Bill"" - D""",7
09-650 Valdez No. 1,U.S. House,1,AD,Tugatuk Ray Sean - D,3
09-650 Valdez No. 1,State House,9,REP,Registered Voters,1217
09-650 Valdez No. 1,State House,9,REP,Times Counted,101
09-650 Valdez No. 1,State House,9,REP,"Howard Lucas D. LD"" - R""",31
09-650 Valdez No. 1,State House,9,REP,Rauscher George - R,67
09-650 Valdez No. 1,State House,9,AD,Registered Voters,1217
09-650 Valdez No. 1,State House,9,AD,Times Counted,78
09-650 Valdez No. 1,State House,9,AD,Johnson Bill - D,71
09-655 Valdez No. 2,U.S. Senate,,REP,Registered Voters,898
09-655 Valdez No. 2,U.S. Senate,,REP,Times Counted,57
09-655 Valdez No. 2,U.S. Senate,,REP,Sullivan Dan - R,52
09-655 Valdez No. 2,U.S. Senate,,AD,Registered Voters,898
09-655 Valdez No. 2,U.S. Senate,,AD,Times Counted,45
09-655 Valdez No. 2,U.S. Senate,,AD,Blatchford Edgar - D,3
09-655 Valdez No. 2,U.S. Senate,,AD,Cumings Chris C. - N,2
09-655 Valdez No. 2,U.S. Senate,,AD,Gross Al - N,32
09-655 Valdez No. 2,U.S. Senate,,AD,Howe John Wayne - A,7
09-655 Valdez No. 2,U.S. House,1,REP,Registered Voters,898
09-655 Valdez No. 2,U.S. House,1,REP,Times Counted,57
09-655 Valdez No. 2,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",4
09-655 Valdez No. 2,U.S. House,1,REP,"Nelson T. John"" - R""",12
09-655 Valdez No. 2,U.S. House,1,REP,Young Don - R,40
09-655 Valdez No. 2,U.S. House,1,AD,Registered Voters,898
09-655 Valdez No. 2,U.S. House,1,AD,Times Counted,45
09-655 Valdez No. 2,U.S. House,1,AD,Galvin Alyse S. - N,41
09-655 Valdez No. 2,U.S. House,1,AD,"Hibler William Bill"" - D""",2
09-655 Valdez No. 2,U.S. House,1,AD,Tugatuk Ray Sean - D,1
09-655 Valdez No. 2,State House,9,REP,Registered Voters,898
09-655 Valdez No. 2,State House,9,REP,Times Counted,57
09-655 Valdez No. 2,State House,9,REP,"Howard Lucas D. LD"" - R""",25
09-655 Valdez No. 2,State House,9,REP,Rauscher George - R,32
09-655 Valdez No. 2,State House,9,AD,Registered Voters,898
09-655 Valdez No. 2,State House,9,AD,Times Counted,45
09-655 Valdez No. 2,State House,9,AD,Johnson Bill - D,39
09-660 Valdez No. 3,U.S. Senate,,REP,Registered Voters,1237
09-660 Valdez No. 3,U.S. Senate,,REP,Times Counted,109
09-660 Valdez No. 3,U.S. Senate,,REP,Sullivan Dan - R,100
09-660 Valdez No. 3,U.S. Senate,,AD,Registered Voters,1237
09-660 Valdez No. 3,U.S. Senate,,AD,Times Counted,53
09-660 Valdez No. 3,U.S. Senate,,AD,Blatchford Edgar - D,2
09-660 Valdez No. 3,U.S. Senate,,AD,Cumings Chris C. - N,1
09-660 Valdez No. 3,U.S. Senate,,AD,Gross Al - N,40
09-660 Valdez No. 3,U.S. Senate,,AD,Howe John Wayne - A,8
09-660 Valdez No. 3,U.S. House,1,REP,Registered Voters,1237
09-660 Valdez No. 3,U.S. House,1,REP,Times Counted,109
09-660 Valdez No. 3,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",6
09-660 Valdez No. 3,U.S. House,1,REP,"Nelson T. John"" - R""",21
09-660 Valdez No. 3,U.S. House,1,REP,Young Don - R,79
09-660 Valdez No. 3,U.S. House,1,AD,Registered Voters,1237
09-660 Valdez No. 3,U.S. House,1,AD,Times Counted,53
09-660 Valdez No. 3,U.S. House,1,AD,Galvin Alyse S. - N,45
09-660 Valdez No. 3,U.S. House,1,AD,"Hibler William Bill"" - D""",4
09-660 Valdez No. 3,U.S. House,1,AD,Tugatuk Ray Sean - D,1
09-660 Valdez No. 3,State House,9,REP,Registered Voters,1237
09-660 Valdez No. 3,State House,9,REP,Times Counted,109
09-660 Valdez No. 3,State House,9,REP,"Howard Lucas D. LD"" - R""",54
09-660 Valdez No. 3,State House,9,REP,Rauscher George - R,55
09-660 Valdez No. 3,State House,9,AD,Registered Voters,1237
09-660 Valdez No. 3,State House,9,AD,Times Counted,53
09-660 Valdez No. 3,State House,9,AD,Johnson Bill - D,46
09-665 Whittier,U.S. Senate,,REP,Registered Voters,241
09-665 Whittier,U.S. Senate,,REP,Times Counted,29
09-665 Whittier,U.S. Senate,,REP,Sullivan Dan - R,27
09-665 Whittier,U.S. Senate,,AD,Registered Voters,241
09-665 Whittier,U.S. Senate,,AD,Times Counted,14
09-665 Whittier,U.S. Senate,,AD,Blatchford Edgar - D,1
09-665 Whittier,U.S. Senate,,AD,Cumings Chris C. - N,3
09-665 Whittier,U.S. Senate,,AD,Gross Al - N,5
09-665 Whittier,U.S. Senate,,AD,Howe John Wayne - A,5
09-665 Whittier,U.S. House,1,REP,Registered Voters,241
09-665 Whittier,U.S. House,1,REP,Times Counted,29
09-665 Whittier,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",2
09-665 Whittier,U.S. House,1,REP,"Nelson T. John"" - R""",6
09-665 Whittier,U.S. House,1,REP,Young Don - R,21
09-665 Whittier,U.S. House,1,AD,Registered Voters,241
09-665 Whittier,U.S. House,1,AD,Times Counted,14
09-665 Whittier,U.S. House,1,AD,Galvin Alyse S. - N,8
09-665 Whittier,U.S. House,1,AD,"Hibler William Bill"" - D""",3
09-665 Whittier,U.S. House,1,AD,Tugatuk Ray Sean - D,2
09-665 Whittier,State House,9,REP,Registered Voters,241
09-665 Whittier,State House,9,REP,Times Counted,29
09-665 Whittier,State House,9,REP,"Howard Lucas D. LD"" - R""",14
09-665 Whittier,State House,9,REP,Rauscher George - R,14
09-665 Whittier,State House,9,AD,Registered Voters,241
09-665 Whittier,State House,9,AD,Times Counted,14
09-665 Whittier,State House,9,AD,Johnson Bill - D,10
10-005 Kings Lake,U.S. Senate,,REP,Registered Voters,1442
10-005 Kings Lake,U.S. Senate,,REP,Times Counted,163
10-005 Kings Lake,U.S. Senate,,REP,Sullivan Dan - R,152
10-005 Kings Lake,U.S. Senate,,AD,Registered Voters,1442
10-005 Kings Lake,U.S. Senate,,AD,Times Counted,34
10-005 Kings Lake,U.S. Senate,,AD,Blatchford Edgar - D,5
10-005 Kings Lake,U.S. Senate,,AD,Cumings Chris C. - N,0
10-005 Kings Lake,U.S. Senate,,AD,Gross Al - N,28
10-005 Kings Lake,U.S. Senate,,AD,Howe John Wayne - A,0
10-005 Kings Lake,U.S. House,1,REP,Registered Voters,1442
10-005 Kings Lake,U.S. House,1,REP,Times Counted,163
10-005 Kings Lake,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",12
10-005 Kings Lake,U.S. House,1,REP,"Nelson T. John"" - R""",32
10-005 Kings Lake,U.S. House,1,REP,Young Don - R,117
10-005 Kings Lake,U.S. House,1,AD,Registered Voters,1442
10-005 Kings Lake,U.S. House,1,AD,Times Counted,34
10-005 Kings Lake,U.S. House,1,AD,Galvin Alyse S. - N,29
10-005 Kings Lake,U.S. House,1,AD,"Hibler William Bill"" - D""",2
10-005 Kings Lake,U.S. House,1,AD,Tugatuk Ray Sean - D,1
10-005 Kings Lake,State House,10,REP,Registered Voters,1442
10-005 Kings Lake,State House,10,REP,Times Counted,163
10-005 Kings Lake,State House,10,REP,Eastman David - R,84
10-005 Kings Lake,State House,10,REP,Sumner Jesse M. - R,79
10-005 Kings Lake,State House,10,AD,Registered Voters,1442
10-005 Kings Lake,State House,10,AD,Times Counted,34
10-005 Kings Lake,State House,10,AD,Stein-Olson Monica L. - D,27
10-010 Church,U.S. Senate,,REP,Registered Voters,2502
10-010 Church,U.S. Senate,,REP,Times Counted,290
10-010 Church,U.S. Senate,,REP,Sullivan Dan - R,280
10-010 Church,U.S. Senate,,AD,Registered Voters,2502
10-010 Church,U.S. Senate,,AD,Times Counted,44
10-010 Church,U.S. Senate,,AD,Blatchford Edgar - D,4
10-010 Church,U.S. Senate,,AD,Cumings Chris C. - N,0
10-010 Church,U.S. Senate,,AD,Gross Al - N,32
10-010 Church,U.S. Senate,,AD,Howe John Wayne - A,7
10-010 Church,U.S. House,1,REP,Registered Voters,2502
10-010 Church,U.S. House,1,REP,Times Counted,290
10-010 Church,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",18
10-010 Church,U.S. House,1,REP,"Nelson T. John"" - R""",68
10-010 Church,U.S. House,1,REP,Young Don - R,199
10-010 Church,U.S. House,1,AD,Registered Voters,2502
10-010 Church,U.S. House,1,AD,Times Counted,44
10-010 Church,U.S. House,1,AD,Galvin Alyse S. - N,37
10-010 Church,U.S. House,1,AD,"Hibler William Bill"" - D""",1
10-010 Church,U.S. House,1,AD,Tugatuk Ray Sean - D,3
10-010 Church,State House,10,REP,Registered Voters,2502
10-010 Church,State House,10,REP,Times Counted,290
10-010 Church,State House,10,REP,Eastman David - R,154
10-010 Church,State House,10,REP,Sumner Jesse M. - R,134
10-010 Church,State House,10,AD,Registered Voters,2502
10-010 Church,State House,10,AD,Times Counted,44
10-010 Church,State House,10,AD,Stein-Olson Monica L. - D,37
10-015 Tanaina,U.S. Senate,,REP,Registered Voters,2784
10-015 Tanaina,U.S. Senate,,REP,Times Counted,314
10-015 Tanaina,U.S. Senate,,REP,Sullivan Dan - R,295
10-015 Tanaina,U.S. Senate,,AD,Registered Voters,2784
10-015 Tanaina,U.S. Senate,,AD,Times Counted,33
10-015 Tanaina,U.S. Senate,,AD,Blatchford Edgar - D,3
10-015 Tanaina,U.S. Senate,,AD,Cumings Chris C. - N,1
10-015 Tanaina,U.S. Senate,,AD,Gross Al - N,28
10-015 Tanaina,U.S. Senate,,AD,Howe John Wayne - A,1
10-015 Tanaina,U.S. House,1,REP,Registered Voters,2784
10-015 Tanaina,U.S. House,1,REP,Times Counted,314
10-015 Tanaina,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",23
10-015 Tanaina,U.S. House,1,REP,"Nelson T. John"" - R""",70
10-015 Tanaina,U.S. House,1,REP,Young Don - R,216
10-015 Tanaina,U.S. House,1,AD,Registered Voters,2784
10-015 Tanaina,U.S. House,1,AD,Times Counted,33
10-015 Tanaina,U.S. House,1,AD,Galvin Alyse S. - N,27
10-015 Tanaina,U.S. House,1,AD,"Hibler William Bill"" - D""",5
10-015 Tanaina,U.S. House,1,AD,Tugatuk Ray Sean - D,1
10-015 Tanaina,State House,10,REP,Registered Voters,2784
10-015 Tanaina,State House,10,REP,Times Counted,314
10-015 Tanaina,State House,10,REP,Eastman David - R,145
10-015 Tanaina,State House,10,REP,Sumner Jesse M. - R,166
10-015 Tanaina,State House,10,AD,Registered Voters,2784
10-015 Tanaina,State House,10,AD,Times Counted,33
10-015 Tanaina,State House,10,AD,Stein-Olson Monica L. - D,33
10-020 Houston,U.S. Senate,,REP,Registered Voters,1636
10-020 Houston,U.S. Senate,,REP,Times Counted,208
10-020 Houston,U.S. Senate,,REP,Sullivan Dan - R,205
10-020 Houston,U.S. Senate,,AD,Registered Voters,1636
10-020 Houston,U.S. Senate,,AD,Times Counted,19
10-020 Houston,U.S. Senate,,AD,Blatchford Edgar - D,2
10-020 Houston,U.S. Senate,,AD,Cumings Chris C. - N,0
10-020 Houston,U.S. Senate,,AD,Gross Al - N,14
10-020 Houston,U.S. Senate,,AD,Howe John Wayne - A,3
10-020 Houston,U.S. House,1,REP,Registered Voters,1636
10-020 Houston,U.S. House,1,REP,Times Counted,208
10-020 Houston,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",16
10-020 Houston,U.S. House,1,REP,"Nelson T. John"" - R""",32
10-020 Houston,U.S. House,1,REP,Young Don - R,157
10-020 Houston,U.S. House,1,AD,Registered Voters,1636
10-020 Houston,U.S. House,1,AD,Times Counted,19
10-020 Houston,U.S. House,1,AD,Galvin Alyse S. - N,13
10-020 Houston,U.S. House,1,AD,"Hibler William Bill"" - D""",2
10-020 Houston,U.S. House,1,AD,Tugatuk Ray Sean - D,2
10-020 Houston,State House,10,REP,Registered Voters,1636
10-020 Houston,State House,10,REP,Times Counted,208
10-020 Houston,State House,10,REP,Eastman David - R,103
10-020 Houston,State House,10,REP,Sumner Jesse M. - R,103
10-020 Houston,State House,10,AD,Registered Voters,1636
10-020 Houston,State House,10,AD,Times Counted,19
10-020 Houston,State House,10,AD,Stein-Olson Monica L. - D,15
10-025 Meadow Lakes No. 3,U.S. Senate,,REP,Registered Voters,1500
10-025 Meadow Lakes No. 3,U.S. Senate,,REP,Times Counted,151
10-025 Meadow Lakes No. 3,U.S. Senate,,REP,Sullivan Dan - R,145
10-025 Meadow Lakes No. 3,U.S. Senate,,AD,Registered Voters,1500
10-025 Meadow Lakes No. 3,U.S. Senate,,AD,Times Counted,31
10-025 Meadow Lakes No. 3,U.S. Senate,,AD,Blatchford Edgar - D,2
10-025 Meadow Lakes No. 3,U.S. Senate,,AD,Cumings Chris C. - N,1
10-025 Meadow Lakes No. 3,U.S. Senate,,AD,Gross Al - N,23
10-025 Meadow Lakes No. 3,U.S. Senate,,AD,Howe John Wayne - A,4
10-025 Meadow Lakes No. 3,U.S. House,1,REP,Registered Voters,1500
10-025 Meadow Lakes No. 3,U.S. House,1,REP,Times Counted,151
10-025 Meadow Lakes No. 3,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",4
10-025 Meadow Lakes No. 3,U.S. House,1,REP,"Nelson T. John"" - R""",22
10-025 Meadow Lakes No. 3,U.S. House,1,REP,Young Don - R,121
10-025 Meadow Lakes No. 3,U.S. House,1,AD,Registered Voters,1500
10-025 Meadow Lakes No. 3,U.S. House,1,AD,Times Counted,31
10-025 Meadow Lakes No. 3,U.S. House,1,AD,Galvin Alyse S. - N,26
10-025 Meadow Lakes No. 3,U.S. House,1,AD,"Hibler William Bill"" - D""",2
10-025 Meadow Lakes No. 3,U.S. House,1,AD,Tugatuk Ray Sean - D,2
10-025 Meadow Lakes No. 3,State House,10,REP,Registered Voters,1500
10-025 Meadow Lakes No. 3,State House,10,REP,Times Counted,151
10-025 Meadow Lakes No. 3,State House,10,REP,Eastman David - R,83
10-025 Meadow Lakes No. 3,State House,10,REP,Sumner Jesse M. - R,63
10-025 Meadow Lakes No. 3,State House,10,AD,Registered Voters,1500
10-025 Meadow Lakes No. 3,State House,10,AD,Times Counted,31
10-025 Meadow Lakes No. 3,State House,10,AD,Stein-Olson Monica L. - D,27
10-030 Susitna,U.S. Senate,,REP,Registered Voters,1400
10-030 Susitna,U.S. Senate,,REP,Times Counted,174
10-030 Susitna,U.S. Senate,,REP,Sullivan Dan - R,165
10-030 Susitna,U.S. Senate,,AD,Registered Voters,1400
10-030 Susitna,U.S. Senate,,AD,Times Counted,42
10-030 Susitna,U.S. Senate,,AD,Blatchford Edgar - D,1
10-030 Susitna,U.S. Senate,,AD,Cumings Chris C. - N,6
10-030 Susitna,U.S. Senate,,AD,Gross Al - N,24
10-030 Susitna,U.S. Senate,,AD,Howe John Wayne - A,9
10-030 Susitna,U.S. House,1,REP,Registered Voters,1400
10-030 Susitna,U.S. House,1,REP,Times Counted,174
10-030 Susitna,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",7
10-030 Susitna,U.S. House,1,REP,"Nelson T. John"" - R""",39
10-030 Susitna,U.S. House,1,REP,Young Don - R,125
10-030 Susitna,U.S. House,1,AD,Registered Voters,1400
10-030 Susitna,U.S. House,1,AD,Times Counted,42
10-030 Susitna,U.S. House,1,AD,Galvin Alyse S. - N,25
10-030 Susitna,U.S. House,1,AD,"Hibler William Bill"" - D""",6
10-030 Susitna,U.S. House,1,AD,Tugatuk Ray Sean - D,7
10-030 Susitna,State House,10,REP,Registered Voters,1400
10-030 Susitna,State House,10,REP,Times Counted,174
10-030 Susitna,State House,10,REP,Eastman David - R,109
10-030 Susitna,State House,10,REP,Sumner Jesse M. - R,63
10-030 Susitna,State House,10,AD,Registered Voters,1400
10-030 Susitna,State House,10,AD,Times Counted,42
10-030 Susitna,State House,10,AD,Stein-Olson Monica L. - D,37
10-035 Talkeetna,U.S. Senate,,REP,Registered Voters,1137
10-035 Talkeetna,U.S. Senate,,REP,Times Counted,70
10-035 Talkeetna,U.S. Senate,,REP,Sullivan Dan - R,63
10-035 Talkeetna,U.S. Senate,,AD,Registered Voters,1137
10-035 Talkeetna,U.S. Senate,,AD,Times Counted,87
10-035 Talkeetna,U.S. Senate,,AD,Blatchford Edgar - D,10
10-035 Talkeetna,U.S. Senate,,AD,Cumings Chris C. - N,5
10-035 Talkeetna,U.S. Senate,,AD,Gross Al - N,63
