precinct,office,district,party,candidate,votes
33-525 Lemon Creek,U.S. Senate,,AD,Times Counted,180
33-525 Lemon Creek,U.S. Senate,,AD,Blatchford Edgar - D,17
33-525 Lemon Creek,U.S. Senate,,AD,Cumings Chris C. - N,9
33-525 Lemon Creek,U.S. Senate,,AD,Gross Al - N,142
33-525 Lemon Creek,U.S. Senate,,AD,Howe John Wayne - A,10
33-525 Lemon Creek,U.S. House,1,REP,Registered Voters,2443
33-525 Lemon Creek,U.S. House,1,REP,Times Counted,93
33-525 Lemon Creek,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",5
33-525 Lemon Creek,U.S. House,1,REP,"Nelson T. John"" - R""",13
33-525 Lemon Creek,U.S. House,1,REP,Young Don - R,71
33-525 Lemon Creek,U.S. House,1,AD,Registered Voters,2443
33-525 Lemon Creek,U.S. House,1,AD,Times Counted,180
33-525 Lemon Creek,U.S. House,1,AD,Galvin Alyse S. - N,135
33-525 Lemon Creek,U.S. House,1,AD,"Hibler William Bill"" - D""",19
33-525 Lemon Creek,U.S. House,1,AD,Tugatuk Ray Sean - D,22
33-525 Lemon Creek,State House,33,AD,Registered Voters,2443
33-525 Lemon Creek,State House,33,AD,Times Counted,180
33-525 Lemon Creek,State House,33,AD,Hannan Sara - D,166
33-530 North Douglas,U.S. Senate,,REP,Registered Voters,1500
33-530 North Douglas,U.S. Senate,,REP,Times Counted,56
33-530 North Douglas,U.S. Senate,,REP,Sullivan Dan - R,52
33-530 North Douglas,U.S. Senate,,AD,Registered Voters,1500
33-530 North Douglas,U.S. Senate,,AD,Times Counted,160
33-530 North Douglas,U.S. Senate,,AD,Blatchford Edgar - D,7
33-530 North Douglas,U.S. Senate,,AD,Cumings Chris C. - N,2
33-530 North Douglas,U.S. Senate,,AD,Gross Al - N,145
33-530 North Douglas,U.S. Senate,,AD,Howe John Wayne - A,6
33-530 North Douglas,U.S. House,1,REP,Registered Voters,1500
33-530 North Douglas,U.S. House,1,REP,Times Counted,56
33-530 North Douglas,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",8
33-530 North Douglas,U.S. House,1,REP,"Nelson T. John"" - R""",2
33-530 North Douglas,U.S. House,1,REP,Young Don - R,45
33-530 North Douglas,U.S. House,1,AD,Registered Voters,1500
33-530 North Douglas,U.S. House,1,AD,Times Counted,160
33-530 North Douglas,U.S. House,1,AD,Galvin Alyse S. - N,151
33-530 North Douglas,U.S. House,1,AD,"Hibler William Bill"" - D""",3
33-530 North Douglas,U.S. House,1,AD,Tugatuk Ray Sean - D,4
33-530 North Douglas,State House,33,AD,Registered Voters,1500
33-530 North Douglas,State House,33,AD,Times Counted,160
33-530 North Douglas,State House,33,AD,Hannan Sara - D,149
33-540 Skagway,U.S. Senate,,REP,Registered Voters,1222
33-540 Skagway,U.S. Senate,,REP,Times Counted,44
33-540 Skagway,U.S. Senate,,REP,Sullivan Dan - R,43
33-540 Skagway,U.S. Senate,,AD,Registered Voters,1222
33-540 Skagway,U.S. Senate,,AD,Times Counted,158
33-540 Skagway,U.S. Senate,,AD,Blatchford Edgar - D,22
33-540 Skagway,U.S. Senate,,AD,Cumings Chris C. - N,3
33-540 Skagway,U.S. Senate,,AD,Gross Al - N,115
33-540 Skagway,U.S. Senate,,AD,Howe John Wayne - A,17
33-540 Skagway,U.S. House,1,REP,Registered Voters,1222
33-540 Skagway,U.S. House,1,REP,Times Counted,44
33-540 Skagway,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",2
33-540 Skagway,U.S. House,1,REP,"Nelson T. John"" - R""",8
33-540 Skagway,U.S. House,1,REP,Young Don - R,33
33-540 Skagway,U.S. House,1,AD,Registered Voters,1222
33-540 Skagway,U.S. House,1,AD,Times Counted,158
33-540 Skagway,U.S. House,1,AD,Galvin Alyse S. - N,108
33-540 Skagway,U.S. House,1,AD,"Hibler William Bill"" - D""",18
33-540 Skagway,U.S. House,1,AD,Tugatuk Ray Sean - D,29
33-540 Skagway,State House,33,AD,Registered Voters,1222
33-540 Skagway,State House,33,AD,Times Counted,158
33-540 Skagway,State House,33,AD,Hannan Sara - D,146
33-545 Haines No. 1,U.S. Senate,,REP,Registered Voters,2088
33-545 Haines No. 1,U.S. Senate,,REP,Times Counted,138
33-545 Haines No. 1,U.S. Senate,,REP,Sullivan Dan - R,134
33-545 Haines No. 1,U.S. Senate,,AD,Registered Voters,2088
33-545 Haines No. 1,U.S. Senate,,AD,Times Counted,203
33-545 Haines No. 1,U.S. Senate,,AD,Blatchford Edgar - D,15
33-545 Haines No. 1,U.S. Senate,,AD,Cumings Chris C. - N,6
33-545 Haines No. 1,U.S. Senate,,AD,Gross Al - N,164
33-545 Haines No. 1,U.S. Senate,,AD,Howe John Wayne - A,15
33-545 Haines No. 1,U.S. House,1,REP,Registered Voters,2088
33-545 Haines No. 1,U.S. House,1,REP,Times Counted,138
33-545 Haines No. 1,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",7
33-545 Haines No. 1,U.S. House,1,REP,"Nelson T. John"" - R""",21
33-545 Haines No. 1,U.S. House,1,REP,Young Don - R,107
33-545 Haines No. 1,U.S. House,1,AD,Registered Voters,2088
33-545 Haines No. 1,U.S. House,1,AD,Times Counted,203
33-545 Haines No. 1,U.S. House,1,AD,Galvin Alyse S. - N,174
33-545 Haines No. 1,U.S. House,1,AD,"Hibler William Bill"" - D""",7
33-545 Haines No. 1,U.S. House,1,AD,Tugatuk Ray Sean - D,12
33-545 Haines No. 1,State House,33,AD,Registered Voters,2088
33-545 Haines No. 1,State House,33,AD,Times Counted,203
33-545 Haines No. 1,State House,33,AD,Hannan Sara - D,190
33-550 Haines No. 2,U.S. Senate,,REP,Registered Voters,304
33-550 Haines No. 2,U.S. Senate,,REP,Times Counted,22
33-550 Haines No. 2,U.S. Senate,,REP,Sullivan Dan - R,21
33-550 Haines No. 2,U.S. Senate,,AD,Registered Voters,304
33-550 Haines No. 2,U.S. Senate,,AD,Times Counted,22
33-550 Haines No. 2,U.S. Senate,,AD,Blatchford Edgar - D,1
33-550 Haines No. 2,U.S. Senate,,AD,Cumings Chris C. - N,0
33-550 Haines No. 2,U.S. Senate,,AD,Gross Al - N,15
33-550 Haines No. 2,U.S. Senate,,AD,Howe John Wayne - A,6
33-550 Haines No. 2,U.S. House,1,REP,Registered Voters,304
33-550 Haines No. 2,U.S. House,1,REP,Times Counted,22
33-550 Haines No. 2,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",0
33-550 Haines No. 2,U.S. House,1,REP,"Nelson T. John"" - R""",9
33-550 Haines No. 2,U.S. House,1,REP,Young Don - R,13
33-550 Haines No. 2,U.S. House,1,AD,Registered Voters,304
33-550 Haines No. 2,U.S. House,1,AD,Times Counted,22
33-550 Haines No. 2,U.S. House,1,AD,Galvin Alyse S. - N,15
33-550 Haines No. 2,U.S. House,1,AD,"Hibler William Bill"" - D""",4
33-550 Haines No. 2,U.S. House,1,AD,Tugatuk Ray Sean - D,2
33-550 Haines No. 2,State House,33,AD,Registered Voters,304
33-550 Haines No. 2,State House,33,AD,Times Counted,22
33-550 Haines No. 2,State House,33,AD,Hannan Sara - D,21
33-555 Klukwan,U.S. Senate,,REP,Registered Voters,75
33-555 Klukwan,U.S. Senate,,REP,Times Counted,6
33-555 Klukwan,U.S. Senate,,REP,Sullivan Dan - R,6
33-555 Klukwan,U.S. Senate,,AD,Registered Voters,75
33-555 Klukwan,U.S. Senate,,AD,Times Counted,24
33-555 Klukwan,U.S. Senate,,AD,Blatchford Edgar - D,5
33-555 Klukwan,U.S. Senate,,AD,Cumings Chris C. - N,2
33-555 Klukwan,U.S. Senate,,AD,Gross Al - N,14
33-555 Klukwan,U.S. Senate,,AD,Howe John Wayne - A,2
33-555 Klukwan,U.S. House,1,REP,Registered Voters,75
33-555 Klukwan,U.S. House,1,REP,Times Counted,6
33-555 Klukwan,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",2
33-555 Klukwan,U.S. House,1,REP,"Nelson T. John"" - R""",0
33-555 Klukwan,U.S. House,1,REP,Young Don - R,4
33-555 Klukwan,U.S. House,1,AD,Registered Voters,75
33-555 Klukwan,U.S. House,1,AD,Times Counted,24
33-555 Klukwan,U.S. House,1,AD,Galvin Alyse S. - N,14
33-555 Klukwan,U.S. House,1,AD,"Hibler William Bill"" - D""",4
33-555 Klukwan,U.S. House,1,AD,Tugatuk Ray Sean - D,3
33-555 Klukwan,State House,33,AD,Registered Voters,75
33-555 Klukwan,State House,33,AD,Times Counted,24
33-555 Klukwan,State House,33,AD,Hannan Sara - D,21
34-400 Auke Bay,U.S. Senate,,REP,Registered Voters,2027
34-400 Auke Bay,U.S. Senate,,REP,Times Counted,100
34-400 Auke Bay,U.S. Senate,,REP,Sullivan Dan - R,94
34-400 Auke Bay,U.S. Senate,,AD,Registered Voters,2027
34-400 Auke Bay,U.S. Senate,,AD,Times Counted,159
34-400 Auke Bay,U.S. Senate,,AD,Blatchford Edgar - D,10
34-400 Auke Bay,U.S. Senate,,AD,Cumings Chris C. - N,5
34-400 Auke Bay,U.S. Senate,,AD,Gross Al - N,129
34-400 Auke Bay,U.S. Senate,,AD,Howe John Wayne - A,10
34-400 Auke Bay,U.S. House,1,REP,Registered Voters,2027
34-400 Auke Bay,U.S. House,1,REP,Times Counted,100
34-400 Auke Bay,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",8
34-400 Auke Bay,U.S. House,1,REP,"Nelson T. John"" - R""",19
34-400 Auke Bay,U.S. House,1,REP,Young Don - R,71
34-400 Auke Bay,U.S. House,1,AD,Registered Voters,2027
34-400 Auke Bay,U.S. House,1,AD,Times Counted,159
34-400 Auke Bay,U.S. House,1,AD,Galvin Alyse S. - N,140
34-400 Auke Bay,U.S. House,1,AD,"Hibler William Bill"" - D""",8
34-400 Auke Bay,U.S. House,1,AD,Tugatuk Ray Sean - D,8
34-400 Auke Bay,State House,34,AD,Registered Voters,2027
34-400 Auke Bay,State House,34,AD,Times Counted,159
34-400 Auke Bay,State House,34,AD,"Story Andrea Andi"" - D""",151
34-410 Juneau Airport,U.S. Senate,,REP,Registered Voters,1774
34-410 Juneau Airport,U.S. Senate,,REP,Times Counted,74
34-410 Juneau Airport,U.S. Senate,,REP,Sullivan Dan - R,72
34-410 Juneau Airport,U.S. Senate,,AD,Registered Voters,1774
34-410 Juneau Airport,U.S. Senate,,AD,Times Counted,115
34-410 Juneau Airport,U.S. Senate,,AD,Blatchford Edgar - D,5
34-410 Juneau Airport,U.S. Senate,,AD,Cumings Chris C. - N,5
34-410 Juneau Airport,U.S. Senate,,AD,Gross Al - N,94
34-410 Juneau Airport,U.S. Senate,,AD,Howe John Wayne - A,9
34-410 Juneau Airport,U.S. House,1,REP,Registered Voters,1774
34-410 Juneau Airport,U.S. House,1,REP,Times Counted,74
34-410 Juneau Airport,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",4
34-410 Juneau Airport,U.S. House,1,REP,"Nelson T. John"" - R""",12
34-410 Juneau Airport,U.S. House,1,REP,Young Don - R,54
34-410 Juneau Airport,U.S. House,1,AD,Registered Voters,1774
34-410 Juneau Airport,U.S. House,1,AD,Times Counted,115
34-410 Juneau Airport,U.S. House,1,AD,Galvin Alyse S. - N,90
34-410 Juneau Airport,U.S. House,1,AD,"Hibler William Bill"" - D""",15
34-410 Juneau Airport,U.S. House,1,AD,Tugatuk Ray Sean - D,6
34-410 Juneau Airport,State House,34,AD,Registered Voters,1774
34-410 Juneau Airport,State House,34,AD,Times Counted,115
34-410 Juneau Airport,State House,34,AD,"Story Andrea Andi"" - D""",100
34-420 Lynn Canal,U.S. Senate,,REP,Registered Voters,1352
34-420 Lynn Canal,U.S. Senate,,REP,Times Counted,83
34-420 Lynn Canal,U.S. Senate,,REP,Sullivan Dan - R,78
34-420 Lynn Canal,U.S. Senate,,AD,Registered Voters,1352
34-420 Lynn Canal,U.S. Senate,,AD,Times Counted,189
34-420 Lynn Canal,U.S. Senate,,AD,Blatchford Edgar - D,8
34-420 Lynn Canal,U.S. Senate,,AD,Cumings Chris C. - N,9
34-420 Lynn Canal,U.S. Senate,,AD,Gross Al - N,159
34-420 Lynn Canal,U.S. Senate,,AD,Howe John Wayne - A,10
34-420 Lynn Canal,U.S. House,1,REP,Registered Voters,1352
34-420 Lynn Canal,U.S. House,1,REP,Times Counted,83
34-420 Lynn Canal,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",7
34-420 Lynn Canal,U.S. House,1,REP,"Nelson T. John"" - R""",9
34-420 Lynn Canal,U.S. House,1,REP,Young Don - R,63
34-420 Lynn Canal,U.S. House,1,AD,Registered Voters,1352
34-420 Lynn Canal,U.S. House,1,AD,Times Counted,189
34-420 Lynn Canal,U.S. House,1,AD,Galvin Alyse S. - N,159
34-420 Lynn Canal,U.S. House,1,AD,"Hibler William Bill"" - D""",12
34-420 Lynn Canal,U.S. House,1,AD,Tugatuk Ray Sean - D,11
34-420 Lynn Canal,State House,34,AD,Registered Voters,1352
34-420 Lynn Canal,State House,34,AD,Times Counted,189
34-420 Lynn Canal,State House,34,AD,"Story Andrea Andi"" - D""",171
34-430 Mendenhall Valley No. 1,U.S. Senate,,REP,Registered Voters,2571
34-430 Mendenhall Valley No. 1,U.S. Senate,,REP,Times Counted,94
34-430 Mendenhall Valley No. 1,U.S. Senate,,REP,Sullivan Dan - R,87
34-430 Mendenhall Valley No. 1,U.S. Senate,,AD,Registered Voters,2571
34-430 Mendenhall Valley No. 1,U.S. Senate,,AD,Times Counted,149
34-430 Mendenhall Valley No. 1,U.S. Senate,,AD,Blatchford Edgar - D,10
34-430 Mendenhall Valley No. 1,U.S. Senate,,AD,Cumings Chris C. - N,10
34-430 Mendenhall Valley No. 1,U.S. Senate,,AD,Gross Al - N,120
34-430 Mendenhall Valley No. 1,U.S. Senate,,AD,Howe John Wayne - A,5
34-430 Mendenhall Valley No. 1,U.S. House,1,REP,Registered Voters,2571
34-430 Mendenhall Valley No. 1,U.S. House,1,REP,Times Counted,94
34-430 Mendenhall Valley No. 1,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",3
34-430 Mendenhall Valley No. 1,U.S. House,1,REP,"Nelson T. John"" - R""",19
34-430 Mendenhall Valley No. 1,U.S. House,1,REP,Young Don - R,70
34-430 Mendenhall Valley No. 1,U.S. House,1,AD,Registered Voters,2571
34-430 Mendenhall Valley No. 1,U.S. House,1,AD,Times Counted,149
34-430 Mendenhall Valley No. 1,U.S. House,1,AD,Galvin Alyse S. - N,110
34-430 Mendenhall Valley No. 1,U.S. House,1,AD,"Hibler William Bill"" - D""",20
34-430 Mendenhall Valley No. 1,U.S. House,1,AD,Tugatuk Ray Sean - D,13
34-430 Mendenhall Valley No. 1,State House,34,AD,Registered Voters,2571
34-430 Mendenhall Valley No. 1,State House,34,AD,Times Counted,149
34-430 Mendenhall Valley No. 1,State House,34,AD,"Story Andrea Andi"" - D""",143
34-440 Mendenhall Valley No. 2,U.S. Senate,,REP,Registered Voters,2563
34-440 Mendenhall Valley No. 2,U.S. Senate,,REP,Times Counted,130
34-440 Mendenhall Valley No. 2,U.S. Senate,,REP,Sullivan Dan - R,124
34-440 Mendenhall Valley No. 2,U.S. Senate,,AD,Registered Voters,2563
34-440 Mendenhall Valley No. 2,U.S. Senate,,AD,Times Counted,156
34-440 Mendenhall Valley No. 2,U.S. Senate,,AD,Blatchford Edgar - D,6
34-440 Mendenhall Valley No. 2,U.S. Senate,,AD,Cumings Chris C. - N,10
34-440 Mendenhall Valley No. 2,U.S. Senate,,AD,Gross Al - N,126
34-440 Mendenhall Valley No. 2,U.S. Senate,,AD,Howe John Wayne - A,11
34-440 Mendenhall Valley No. 2,U.S. House,1,REP,Registered Voters,2563
34-440 Mendenhall Valley No. 2,U.S. House,1,REP,Times Counted,130
34-440 Mendenhall Valley No. 2,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",3
34-440 Mendenhall Valley No. 2,U.S. House,1,REP,"Nelson T. John"" - R""",15
34-440 Mendenhall Valley No. 2,U.S. House,1,REP,Young Don - R,110
34-440 Mendenhall Valley No. 2,U.S. House,1,AD,Registered Voters,2563
34-440 Mendenhall Valley No. 2,U.S. House,1,AD,Times Counted,156
34-440 Mendenhall Valley No. 2,U.S. House,1,AD,Galvin Alyse S. - N,129
34-440 Mendenhall Valley No. 2,U.S. House,1,AD,"Hibler William Bill"" - D""",12
34-440 Mendenhall Valley No. 2,U.S. House,1,AD,Tugatuk Ray Sean - D,10
34-440 Mendenhall Valley No. 2,State House,34,AD,Registered Voters,2563
34-440 Mendenhall Valley No. 2,State House,34,AD,Times Counted,156
34-440 Mendenhall Valley No. 2,State House,34,AD,"Story Andrea Andi"" - D""",146
34-450 Mendenhall Valley No. 3,U.S. Senate,,REP,Registered Voters,2275
34-450 Mendenhall Valley No. 3,U.S. Senate,,REP,Times Counted,116
34-450 Mendenhall Valley No. 3,U.S. Senate,,REP,Sullivan Dan - R,110
34-450 Mendenhall Valley No. 3,U.S. Senate,,AD,Registered Voters,2275
34-450 Mendenhall Valley No. 3,U.S. Senate,,AD,Times Counted,145
34-450 Mendenhall Valley No. 3,U.S. Senate,,AD,Blatchford Edgar - D,8
34-450 Mendenhall Valley No. 3,U.S. Senate,,AD,Cumings Chris C. - N,11
34-450 Mendenhall Valley No. 3,U.S. Senate,,AD,Gross Al - N,117
34-450 Mendenhall Valley No. 3,U.S. Senate,,AD,Howe John Wayne - A,9
34-450 Mendenhall Valley No. 3,U.S. House,1,REP,Registered Voters,2275
34-450 Mendenhall Valley No. 3,U.S. House,1,REP,Times Counted,116
34-450 Mendenhall Valley No. 3,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",7
34-450 Mendenhall Valley No. 3,U.S. House,1,REP,"Nelson T. John"" - R""",23
34-450 Mendenhall Valley No. 3,U.S. House,1,REP,Young Don - R,82
34-450 Mendenhall Valley No. 3,U.S. House,1,AD,Registered Voters,2275
34-450 Mendenhall Valley No. 3,U.S. House,1,AD,Times Counted,145
34-450 Mendenhall Valley No. 3,U.S. House,1,AD,Galvin Alyse S. - N,123
34-450 Mendenhall Valley No. 3,U.S. House,1,AD,"Hibler William Bill"" - D""",12
34-450 Mendenhall Valley No. 3,U.S. House,1,AD,Tugatuk Ray Sean - D,8
34-450 Mendenhall Valley No. 3,State House,34,AD,Registered Voters,2275
34-450 Mendenhall Valley No. 3,State House,34,AD,Times Counted,145
34-450 Mendenhall Valley No. 3,State House,34,AD,"Story Andrea Andi"" - D""",139
34-460 Mendenhall Valley No. 4,U.S. Senate,,REP,Registered Voters,3254
34-460 Mendenhall Valley No. 4,U.S. Senate,,REP,Times Counted,169
34-460 Mendenhall Valley No. 4,U.S. Senate,,REP,Sullivan Dan - R,162
34-460 Mendenhall Valley No. 4,U.S. Senate,,AD,Registered Voters,3254
34-460 Mendenhall Valley No. 4,U.S. Senate,,AD,Times Counted,248
34-460 Mendenhall Valley No. 4,U.S. Senate,,AD,Blatchford Edgar - D,18
34-460 Mendenhall Valley No. 4,U.S. Senate,,AD,Cumings Chris C. - N,18
34-460 Mendenhall Valley No. 4,U.S. Senate,,AD,Gross Al - N,188
34-460 Mendenhall Valley No. 4,U.S. Senate,,AD,Howe John Wayne - A,20
34-460 Mendenhall Valley No. 4,U.S. House,1,REP,Registered Voters,3254
34-460 Mendenhall Valley No. 4,U.S. House,1,REP,Times Counted,169
34-460 Mendenhall Valley No. 4,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",5
34-460 Mendenhall Valley No. 4,U.S. House,1,REP,"Nelson T. John"" - R""",26
34-460 Mendenhall Valley No. 4,U.S. House,1,REP,Young Don - R,131
34-460 Mendenhall Valley No. 4,U.S. House,1,AD,Registered Voters,3254
34-460 Mendenhall Valley No. 4,U.S. House,1,AD,Times Counted,248
34-460 Mendenhall Valley No. 4,U.S. House,1,AD,Galvin Alyse S. - N,216
34-460 Mendenhall Valley No. 4,U.S. House,1,AD,"Hibler William Bill"" - D""",15
34-460 Mendenhall Valley No. 4,U.S. House,1,AD,Tugatuk Ray Sean - D,13
34-460 Mendenhall Valley No. 4,State House,34,AD,Registered Voters,3254
34-460 Mendenhall Valley No. 4,State House,34,AD,Times Counted,248
34-460 Mendenhall Valley No. 4,State House,34,AD,"Story Andrea Andi"" - D""",225
35-700 Angoon,U.S. Senate,,REP,Registered Voters,320
35-700 Angoon,U.S. Senate,,REP,Times Counted,32
35-700 Angoon,U.S. Senate,,REP,Sullivan Dan - R,29
35-700 Angoon,U.S. Senate,,AD,Registered Voters,320
35-700 Angoon,U.S. Senate,,AD,Times Counted,71
35-700 Angoon,U.S. Senate,,AD,Blatchford Edgar - D,10
35-700 Angoon,U.S. Senate,,AD,Cumings Chris C. - N,6
35-700 Angoon,U.S. Senate,,AD,Gross Al - N,48
35-700 Angoon,U.S. Senate,,AD,Howe John Wayne - A,5
35-700 Angoon,U.S. House,1,REP,Registered Voters,320
35-700 Angoon,U.S. House,1,REP,Times Counted,32
35-700 Angoon,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",1
35-700 Angoon,U.S. House,1,REP,"Nelson T. John"" - R""",7
35-700 Angoon,U.S. House,1,REP,Young Don - R,22
35-700 Angoon,U.S. House,1,AD,Registered Voters,320
35-700 Angoon,U.S. House,1,AD,Times Counted,71
35-700 Angoon,U.S. House,1,AD,Galvin Alyse S. - N,46
35-700 Angoon,U.S. House,1,AD,"Hibler William Bill"" - D""",14
35-700 Angoon,U.S. House,1,AD,Tugatuk Ray Sean - D,10
35-700 Angoon,State Senate,R,REP,Registered Voters,320
35-700 Angoon,State Senate,R,REP,Times Counted,32
35-700 Angoon,State Senate,R,REP,Sheldon Michael D. - R,14
35-700 Angoon,State Senate,R,REP,Stedman Bert K. - R,18
35-700 Angoon,State House,35,REP,Registered Voters,320
35-700 Angoon,State House,35,REP,Times Counted,32
35-700 Angoon,State House,35,REP,Martin Arthur S. - R,9
35-700 Angoon,State House,35,REP,Skaflestad Kenny - R,22
35-700 Angoon,State House,35,AD,Registered Voters,320
35-700 Angoon,State House,35,AD,Times Counted,71
35-700 Angoon,State House,35,AD,Kreiss-Tomkins Jonathan S. - D,64
35-705 Craig,U.S. Senate,,REP,Registered Voters,1142
35-705 Craig,U.S. Senate,,REP,Times Counted,94
35-705 Craig,U.S. Senate,,REP,Sullivan Dan - R,88
35-705 Craig,U.S. Senate,,AD,Registered Voters,1142
35-705 Craig,U.S. Senate,,AD,Times Counted,83
35-705 Craig,U.S. Senate,,AD,Blatchford Edgar - D,7
35-705 Craig,U.S. Senate,,AD,Cumings Chris C. - N,3
35-705 Craig,U.S. Senate,,AD,Gross Al - N,63
35-705 Craig,U.S. Senate,,AD,Howe John Wayne - A,10
35-705 Craig,U.S. House,1,REP,Registered Voters,1142
35-705 Craig,U.S. House,1,REP,Times Counted,94
35-705 Craig,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",13
35-705 Craig,U.S. House,1,REP,"Nelson T. John"" - R""",23
35-705 Craig,U.S. House,1,REP,Young Don - R,56
35-705 Craig,U.S. House,1,AD,Registered Voters,1142
35-705 Craig,U.S. House,1,AD,Times Counted,83
35-705 Craig,U.S. House,1,AD,Galvin Alyse S. - N,54
35-705 Craig,U.S. House,1,AD,"Hibler William Bill"" - D""",13
35-705 Craig,U.S. House,1,AD,Tugatuk Ray Sean - D,12
35-705 Craig,State Senate,R,REP,Registered Voters,1142
35-705 Craig,State Senate,R,REP,Times Counted,94
35-705 Craig,State Senate,R,REP,Sheldon Michael D. - R,46
35-705 Craig,State Senate,R,REP,Stedman Bert K. - R,46
35-705 Craig,State House,35,REP,Registered Voters,1142
35-705 Craig,State House,35,REP,Times Counted,94
35-705 Craig,State House,35,REP,Martin Arthur S. - R,45
35-705 Craig,State House,35,REP,Skaflestad Kenny - R,45
35-705 Craig,State House,35,AD,Registered Voters,1142
35-705 Craig,State House,35,AD,Times Counted,83
35-705 Craig,State House,35,AD,Kreiss-Tomkins Jonathan S. - D,78
35-720 Hoonah,U.S. Senate,,REP,Registered Voters,737
35-720 Hoonah,U.S. Senate,,REP,Times Counted,77
35-720 Hoonah,U.S. Senate,,REP,Sullivan Dan - R,72
35-720 Hoonah,U.S. Senate,,AD,Registered Voters,737
35-720 Hoonah,U.S. Senate,,AD,Times Counted,79
35-720 Hoonah,U.S. Senate,,AD,Blatchford Edgar - D,3
35-720 Hoonah,U.S. Senate,,AD,Cumings Chris C. - N,5
35-720 Hoonah,U.S. Senate,,AD,Gross Al - N,62
35-720 Hoonah,U.S. Senate,,AD,Howe John Wayne - A,9
35-720 Hoonah,U.S. House,1,REP,Registered Voters,737
35-720 Hoonah,U.S. House,1,REP,Times Counted,77
35-720 Hoonah,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",3
35-720 Hoonah,U.S. House,1,REP,"Nelson T. John"" - R""",21
35-720 Hoonah,U.S. House,1,REP,Young Don - R,53
35-720 Hoonah,U.S. House,1,AD,Registered Voters,737
35-720 Hoonah,U.S. House,1,AD,Times Counted,79
35-720 Hoonah,U.S. House,1,AD,Galvin Alyse S. - N,41
35-720 Hoonah,U.S. House,1,AD,"Hibler William Bill"" - D""",15
35-720 Hoonah,U.S. House,1,AD,Tugatuk Ray Sean - D,19
35-720 Hoonah,State Senate,R,REP,Registered Voters,737
35-720 Hoonah,State Senate,R,REP,Times Counted,77
35-720 Hoonah,State Senate,R,REP,Sheldon Michael D. - R,37
35-720 Hoonah,State Senate,R,REP,Stedman Bert K. - R,39
35-720 Hoonah,State House,35,REP,Registered Voters,737
35-720 Hoonah,State House,35,REP,Times Counted,77
35-720 Hoonah,State House,35,REP,Martin Arthur S. - R,30
35-720 Hoonah,State House,35,REP,Skaflestad Kenny - R,46
35-720 Hoonah,State House,35,AD,Registered Voters,737
35-720 Hoonah,State House,35,AD,Times Counted,79
35-720 Hoonah,State House,35,AD,Kreiss-Tomkins Jonathan S. - D,76
35-730 Kake,U.S. Senate,,REP,Registered Voters,389
35-730 Kake,U.S. Senate,,REP,Times Counted,0
35-730 Kake,U.S. Senate,,REP,Sullivan Dan - R,0
35-730 Kake,U.S. Senate,,AD,Registered Voters,389
35-730 Kake,U.S. Senate,,AD,Times Counted,0
35-730 Kake,U.S. Senate,,AD,Blatchford Edgar - D,0
35-730 Kake,U.S. Senate,,AD,Cumings Chris C. - N,0
35-730 Kake,U.S. Senate,,AD,Gross Al - N,0
35-730 Kake,U.S. Senate,,AD,Howe John Wayne - A,0
35-730 Kake,U.S. House,1,REP,Registered Voters,389
35-730 Kake,U.S. House,1,REP,Times Counted,0
35-730 Kake,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",0
35-730 Kake,U.S. House,1,REP,"Nelson T. John"" - R""",0
35-730 Kake,U.S. House,1,REP,Young Don - R,0
35-730 Kake,U.S. House,1,AD,Registered Voters,389
35-730 Kake,U.S. House,1,AD,Times Counted,0
35-730 Kake,U.S. House,1,AD,Galvin Alyse S. - N,0
35-730 Kake,U.S. House,1,AD,"Hibler William Bill"" - D""",0
35-730 Kake,U.S. House,1,AD,Tugatuk Ray Sean - D,0
35-730 Kake,State Senate,R,REP,Registered Voters,389
35-730 Kake,State Senate,R,REP,Times Counted,0
35-730 Kake,State Senate,R,REP,Sheldon Michael D. - R,0
35-730 Kake,State Senate,R,REP,Stedman Bert K. - R,0
35-730 Kake,State House,35,REP,Registered Voters,389
35-730 Kake,State House,35,REP,Times Counted,0
35-730 Kake,State House,35,REP,Martin Arthur S. - R,0
35-730 Kake,State House,35,REP,Skaflestad Kenny - R,0
35-730 Kake,State House,35,AD,Registered Voters,389
35-730 Kake,State House,35,AD,Times Counted,0
